,,spre1,spre2,spre3,spre4,spre5,spre6
Bruehl,spost14,0,0,0,0,0,0
Bruehl,spost15,0,0,0,0,0,0
Bruehl,spost16,0,0,0,0,0,0
Bruehl,spost17,0,0,0,0,0,0
Bruehl,spost18,0,0,0,0,0,0
Bruehl,spost19,0,0,0,0,0,0
Bruehl,spost20,0,0,0,0,0,0
Bruehl,spost21,0,0,0,0,0,0
Bruehl,spost22,0,0,0,0,0,0
Bruehl,spost23,0,0,0,0,0,0
Bruehl,spost24,0,0,0,0,0,0
Bruehl,spost25,0,0,0,0,0,0
Bruehl,spost26,0,0,0,0,0,0
Bruehl,spost27,0,0,0,0,0,0
Bruehl,spost28,0,0,0,0,0,0
Bruehl,spost29,0,0,0,0,0,0
Bruehl,spost30,0,0,0,0,0,0
Bruehl,spost31,0,0,0,0,0,0
Bruehl,spost32,0,0,0,0,0,0
Bruehl,spost33,0,0,0,0,0,0
Bruehl,spost34,0,0,0,0,0,0
Bruehl,spost35,0,0,0,0,0,0
Bruehl,spost36,0,0,0,0,0,0
Bruehl,spost37,0,0,0,0,0,0
Bruehl,spost38,0,0,0,0,0,0
Bruehl,spost39,0,0,0,0,0,0
Bruehl,spost40,0,0,0,0,0,0
Bruehl,spost41,0,0,0,0,0,0
Bruehl,spost42,0,0,0,0,0,0
Bruehl,spost43,0,0,0,0,0,0
Bruehl,spost44,0,0,0,0,0,0
Bruehl,spost45,0,0,0,0,0,0
Bruehl,spost46,0,0,0,0,0,0
Bruehl,spost47,0,0,0,0,0,0
Bruehl,spost48,0,0,0,0,0,0
Bruehl,spost49,0,0,0,0,0,0
Bruehl,spost50,0,0,0,0,0,0
Bruehl,spost51,0,0,0,0,0,0
Bruehl,spost52,0,0,0,0,0,0
Bruehl,spost53,0,1,1,1,0,0
Bruehl,spost54,0,1,1,1,0,0
Bruehl,spost55,0,0,0,0,0,0
Hoevelhof,spost1,1,1,1,1,1,0
Hoevelhof,spost2,0,0,0,0,0,0
Hoevelhof,spost3,0,0,0,0,0,0
Hoevelhof,spost4,0,0,0,0,0,0
Hoevelhof,spost5,0,0,0,0,0,0
Hoevelhof,spost6,0,0,0,0,0,0
Hoevelhof,spost7,0,0,0,0,0,0
Hoevelhof,spost8,0,0,0,0,0,0
Hoevelhof,spost9,0,0,0,0,0,0
Hoevelhof,spost10,0,0,0,0,0,0
Hoevelhof,spost11,0,0,0,0,0,0
Hoevelhof,spost12,0,0,0,0,0,0
Hoevelhof,spost13,0,0,0,0,0,0
Hoevelhof,spost14,0,0,0,0,0,0
Hoevelhof,spost15,0,0,0,0,0,0
Hoevelhof,spost16,0,0,0,0,0,0
Hoevelhof,spost17,0,0,0,0,0,0
Hoevelhof,spost18,0,0,0,0,0,0
Hoevelhof,spost19,0,0,0,0,0,0
Hoevelhof,spost20,0,0,0,0,0,0
Hoevelhof,spost21,0,0,0,0,0,0
Hoevelhof,spost22,0,0,0,0,0,0
Hoevelhof,spost23,0,0,0,0,0,0
Hoevelhof,spost24,0,0,0,0,0,0
Hoevelhof,spost25,0,0,0,0,0,0
Hoevelhof,spost26,0,0,0,0,0,0
Hoevelhof,spost27,0,0,0,0,0,0
Hoevelhof,spost28,0,0,0,0,0,0
Hoevelhof,spost29,0,0,0,0,0,0
Hoevelhof,spost30,0,0,0,0,0,0
Hoevelhof,spost31,0,0,0,0,0,0
Hoevelhof,spost32,0,0,0,0,0,0
Hoevelhof,spost33,0,0,0,0,0,0
Hoevelhof,spost34,0,0,0,0,0,0
Hoevelhof,spost35,0,0,0,0,0,0
Hoevelhof,spost36,0,0,0,0,0,0
Hoevelhof,spost37,0,0,0,0,0,0
Hoevelhof,spost38,0,0,0,0,0,0
Hoevelhof,spost39,0,0,0,0,0,0
Hoevelhof,spost40,0,0,0,0,0,0
Hoevelhof,spost41,0,0,0,0,0,0
Hoevelhof,spost42,0,0,0,0,0,0
Hoevelhof,spost43,0,0,0,0,0,0
Hoevelhof,spost44,0,0,0,0,0,0
Hoevelhof,spost45,0,0,0,0,0,0
Hoevelhof,spost46,0,0,0,0,0,0
Hoevelhof,spost47,0,0,0,0,0,0
Hoevelhof,spost48,0,0,0,0,0,0
Hoevelhof,spost49,0,0,0,0,0,0
Hoevelhof,spost50,0,0,0,0,0,0
Hoevelhof,spost51,0,0,0,0,0,0
Hoevelhof,spost52,0,0,0,0,0,0
Hoevelhof,spost53,0,0,0,0,0,0
Hoevelhof,spost54,0,0,0,0,0,0
Hoevelhof,spost55,0,0,0,0,0,0
Hopsten,spost1,1,1,1,1,1,0
Hopsten,spost2,0,0,0,0,0,0
Hopsten,spost3,0,0,0,0,0,0
Hopsten,spost4,0,0,0,0,0,0
Hopsten,spost5,0,0,0,0,0,0
Hopsten,spost6,0,0,0,0,0,0
Hopsten,spost7,0,0,0,0,0,0
Hopsten,spost8,0,0,0,0,0,0
Hopsten,spost9,0,0,0,0,0,0
Hopsten,spost10,0,0,0,0,0,0
Hopsten,spost11,0,0,0,0,0,0
Hopsten,spost12,0,0,0,0,0,0
Hopsten,spost13,0,0,0,0,0,0
Hopsten,spost14,0,0,0,0,0,0
Hopsten,spost15,0,0,0,0,0,0
Hopsten,spost16,0,0,0,0,0,0
Hopsten,spost17,0,0,0,0,0,0
Hopsten,spost18,0,0,0,0,0,0
Hopsten,spost19,0,0,0,0,0,0
Hopsten,spost20,0,0,0,0,0,0
Hopsten,spost21,0,0,0,0,0,0
Hopsten,spost22,0,0,0,0,0,0
Hopsten,spost23,0,0,0,0,0,0
Hopsten,spost24,0,0,0,0,0,0
Hopsten,spost25,0,0,0,0,0,0
Hopsten,spost26,0,0,0,0,0,0
Hopsten,spost27,0,0,0,0,0,0
Hopsten,spost28,0,0,0,0,0,0
Hopsten,spost29,0,0,0,0,0,0
Hopsten,spost30,0,0,0,0,0,0
Hopsten,spost31,0,0,0,0,0,0
Hopsten,spost32,0,0,0,0,0,0
Hopsten,spost33,0,0,0,0,0,0
Hopsten,spost34,0,0,0,0,0,0
Hopsten,spost35,0,0,0,0,0,0
Hopsten,spost36,0,0,0,0,0,0
Hopsten,spost37,0,0,0,0,0,0
Hopsten,spost38,0,0,0,0,0,0
Hopsten,spost39,0,0,0,0,0,0
Hopsten,spost40,0,0,0,0,0,0
Hopsten,spost41,0,0,0,0,0,0
Hopsten,spost42,0,0,0,0,0,0
Hopsten,spost43,0,0,0,0,0,0
Hopsten,spost44,0,0,0,0,0,0
Hopsten,spost45,0,0,0,0,0,0
Hopsten,spost46,0,0,0,0,0,0
Hopsten,spost47,0,0,0,0,0,0
Hopsten,spost48,0,0,0,0,0,0
Hopsten,spost49,0,0,0,0,0,0
Hopsten,spost50,0,0,0,0,0,0
Hopsten,spost51,0,0,0,0,0,0
Hopsten,spost52,0,0,0,0,0,0
Hopsten,spost53,0,0,0,0,0,0
Hopsten,spost54,0,0,0,0,0,0
Hopsten,spost55,0,0,0,0,0,0
Lippetal,spost1,1,1,1,1,1,0
Lippetal,spost2,0,0,0,0,0,0
Lippetal,spost3,0,0,0,0,0,0
Lippetal,spost4,0,0,0,0,0,0
Lippetal,spost5,0,0,0,0,0,0
Lippetal,spost6,0,0,0,0,0,0
Lippetal,spost7,0,0,0,0,0,0
Lippetal,spost8,0,0,0,0,0,0
Lippetal,spost9,0,0,0,0,0,0
Lippetal,spost10,0,0,0,0,0,0
Lippetal,spost11,0,0,0,0,0,0
Lippetal,spost12,0,0,0,0,0,0
Lippetal,spost13,0,0,0,0,0,0
Lippetal,spost14,0,0,0,0,0,0
Lippetal,spost15,0,0,0,0,0,0
Lippetal,spost16,0,0,0,0,0,0
Lippetal,spost17,0,0,0,0,0,0
Lippetal,spost18,0,0,0,0,0,0
Lippetal,spost19,0,0,0,0,0,0
Lippetal,spost20,0,0,0,0,0,0
Lippetal,spost21,0,0,0,0,0,0
Lippetal,spost22,0,0,0,0,0,0
Lippetal,spost23,0,0,0,0,0,0
Lippetal,spost24,0,0,0,0,0,0
Lippetal,spost25,0,0,0,0,0,0
Lippetal,spost26,0,0,0,0,0,0
Lippetal,spost27,0,0,0,0,0,0
Lippetal,spost28,0,0,0,0,0,0
Lippetal,spost29,0,0,0,0,0,0
Lippetal,spost30,0,0,0,0,0,0
Lippetal,spost31,0,0,0,0,0,0
Lippetal,spost32,0,0,0,0,0,0
Lippetal,spost33,0,0,0,0,0,0
Lippetal,spost34,0,0,0,0,0,0
Lippetal,spost35,0,0,0,0,0,0
Lippetal,spost36,0,0,0,0,0,0
Lippetal,spost37,0,0,0,0,0,0
Lippetal,spost38,0,0,0,0,0,0
Lippetal,spost39,0,0,0,0,0,0
Lippetal,spost40,0,0,0,0,0,0
Lippetal,spost41,0,0,0,0,0,0
Lippetal,spost42,0,0,0,0,0,0
Lippetal,spost43,0,0,0,0,0,0
Lippetal,spost44,0,0,0,0,0,0
Lippetal,spost45,0,0,0,0,0,0
Lippetal,spost46,0,0,0,0,0,0
Lippetal,spost47,0,0,0,0,0,0
Lippetal,spost48,0,0,0,0,0,0
Lippetal,spost49,0,0,0,0,0,0
Lippetal,spost50,0,0,0,0,0,0
Lippetal,spost51,0,0,0,0,0,0
Lippetal,spost52,0,0,0,0,0,0
Lippetal,spost53,0,0,1,0,0,0
Lippetal,spost54,0,0,0,0,0,0
Lippetal,spost55,0,0,0,0,0,0
Nottuln,spost1,1,1,1,1,1,0
Nottuln,spost2,0,0,0,0,0,0
Nottuln,spost3,0,0,0,0,0,0
Nottuln,spost4,0,0,0,0,0,0
Nottuln,spost5,0,0,0,0,0,0
Nottuln,spost6,0,0,0,0,0,0
Nottuln,spost7,0,0,0,0,0,0
Nottuln,spost8,0,0,0,0,0,0
Nottuln,spost9,0,0,0,0,0,0
Nottuln,spost10,0,0,0,0,0,0
Nottuln,spost11,0,0,0,0,0,0
Nottuln,spost12,0,0,0,0,0,0
Nottuln,spost13,0,0,0,0,0,0
Nottuln,spost14,0,0,0,0,0,0
Nottuln,spost15,0,0,0,0,0,0
Nottuln,spost16,0,0,0,0,0,0
Nottuln,spost17,0,0,0,0,0,0
Nottuln,spost18,0,0,0,0,0,0
Nottuln,spost19,0,0,0,0,0,0
Nottuln,spost20,0,0,0,0,0,0
Nottuln,spost21,0,0,0,0,0,0
Nottuln,spost22,0,0,0,0,0,0
Nottuln,spost23,0,0,0,0,0,0
Nottuln,spost24,0,0,0,0,0,0
Nottuln,spost25,0,0,0,0,0,0
Nottuln,spost26,0,0,0,0,0,0
Nottuln,spost27,0,0,0,0,0,0
Nottuln,spost28,0,0,0,0,0,0
Nottuln,spost29,0,0,0,0,0,0
Nottuln,spost30,0,0,0,0,0,0
Nottuln,spost31,0,0,0,0,0,0
Nottuln,spost32,0,0,0,0,0,0
Nottuln,spost33,0,0,0,0,0,0
Nottuln,spost34,0,0,0,0,0,0
Nottuln,spost35,0,0,0,0,0,0
Nottuln,spost36,0,0,0,0,0,0
Nottuln,spost37,0,0,0,0,0,0
Nottuln,spost38,0,0,0,0,0,0
Nottuln,spost39,0,0,0,0,0,0
Nottuln,spost40,0,0,0,0,0,0
Nottuln,spost41,0,0,0,0,0,0
Nottuln,spost42,0,0,0,0,0,0
Nottuln,spost43,0,0,0,0,0,0
Nottuln,spost44,0,0,0,0,0,0
Nottuln,spost45,0,0,0,0,0,0
Nottuln,spost46,0,0,0,0,0,0
Nottuln,spost47,0,0,0,0,0,0
Nottuln,spost48,0,0,0,0,0,0
Nottuln,spost49,0,0,0,0,0,0
Nottuln,spost50,0,0,0,0,0,0
Nottuln,spost51,0,0,0,0,0,0
Nottuln,spost52,0,0,0,0,0,0
Nottuln,spost53,0,0,0,0,0,0
Nottuln,spost54,0,0,0,0,0,0
Nottuln,spost55,0,0,0,0,0,0
Ostbevern,spost1,1,1,1,1,1,0
Ostbevern,spost2,0,0,0,0,0,0
Ostbevern,spost3,0,0,0,0,0,0
Ostbevern,spost4,0,0,0,0,0,0
Ostbevern,spost5,0,0,0,0,0,0
Ostbevern,spost6,0,0,0,0,0,0
Ostbevern,spost7,0,0,0,0,0,0
Ostbevern,spost8,0,0,0,0,0,0
Ostbevern,spost9,0,0,0,0,0,0
Ostbevern,spost10,0,0,0,0,0,0
Ostbevern,spost11,0,0,0,0,0,0
Ostbevern,spost12,0,0,0,0,0,0
Ostbevern,spost13,0,0,0,0,0,0
Ostbevern,spost14,0,0,0,0,0,0
Ostbevern,spost15,0,0,0,0,0,0
Ostbevern,spost16,0,0,0,0,0,0
Ostbevern,spost17,0,0,0,0,0,0
Ostbevern,spost18,0,0,0,0,0,0
Ostbevern,spost19,0,0,0,0,0,0
Ostbevern,spost20,0,0,0,0,0,0
Ostbevern,spost21,0,0,0,0,0,0
Ostbevern,spost22,0,0,0,0,0,0
Ostbevern,spost23,0,0,0,0,0,0
Ostbevern,spost24,0,0,0,0,0,0
Ostbevern,spost25,0,0,0,0,0,0
Ostbevern,spost26,0,0,0,0,0,0
Ostbevern,spost27,0,0,0,0,0,0
Ostbevern,spost28,0,0,0,0,0,0
Ostbevern,spost29,0,0,0,0,0,0
Ostbevern,spost30,0,0,0,0,0,0
Ostbevern,spost31,0,0,0,0,0,0
Ostbevern,spost32,0,0,0,0,0,0
Ostbevern,spost33,0,0,0,0,0,0
Ostbevern,spost34,0,0,0,0,0,0
Ostbevern,spost35,0,0,0,0,0,0
Ostbevern,spost36,0,0,0,0,0,0
Ostbevern,spost37,0,0,0,0,0,0
Ostbevern,spost38,0,0,0,0,0,0
Ostbevern,spost39,0,0,0,0,0,0
Ostbevern,spost40,0,0,0,0,0,0
Ostbevern,spost41,0,0,0,0,0,0
Ostbevern,spost42,0,0,0,0,0,0
Ostbevern,spost43,0,0,0,0,0,0
Ostbevern,spost44,0,0,0,0,0,0
Ostbevern,spost45,0,0,0,0,0,0
Ostbevern,spost46,0,0,0,0,0,0
Ostbevern,spost47,0,0,0,0,0,0
Ostbevern,spost48,0,0,0,0,0,0
Ostbevern,spost49,0,0,0,0,0,0
Ostbevern,spost50,0,0,0,0,0,0
Ostbevern,spost51,0,0,0,0,0,0
Ostbevern,spost52,0,0,0,0,0,0
Ostbevern,spost53,0,0,0,0,0,0
Ostbevern,spost54,0,0,0,0,0,0
Ostbevern,spost55,0,0,0,0,0,0
Greven,spost1,1,1,1,1,1,0
Greven,spost2,0,0,0,0,0,0
Greven,spost3,0,0,0,0,0,0
Greven,spost4,0,0,0,0,0,0
Greven,spost5,0,0,0,0,0,0
Greven,spost6,0,0,0,0,0,0
Greven,spost7,0,0,0,0,0,0
Greven,spost8,0,0,0,0,0,0
Greven,spost9,0,0,0,0,0,0
Greven,spost10,0,0,0,0,0,0
Greven,spost11,0,0,0,0,0,0
Greven,spost12,0,0,0,0,0,0
Greven,spost13,0,0,0,0,0,0
Greven,spost14,0,0,0,0,0,0
Greven,spost15,0,0,0,0,0,0
Greven,spost16,0,0,0,0,0,0
Greven,spost17,0,0,0,0,0,0
Greven,spost18,0,0,0,0,1,0
Greven,spost19,0,0,0,0,0,0
Greven,spost20,0,0,0,0,0,0
Greven,spost21,0,0,0,0,0,0
Greven,spost22,0,0,0,0,0,0
Greven,spost23,0,0,0,0,0,0
Greven,spost24,0,0,0,0,0,0
Greven,spost25,0,0,0,0,0,0
Greven,spost26,0,0,0,0,0,0
Greven,spost27,0,0,0,0,0,0
Greven,spost28,0,0,0,0,0,0
Greven,spost29,0,0,0,0,0,0
Greven,spost30,0,0,0,0,0,0
Greven,spost31,0,0,0,0,0,0
Greven,spost32,0,0,0,0,0,0
Greven,spost33,0,0,0,0,0,0
Greven,spost34,0,0,0,0,0,0
Greven,spost35,0,0,0,0,0,0
Greven,spost36,0,0,0,0,0,0
Greven,spost37,0,0,0,0,0,0
Greven,spost38,0,0,0,0,0,0
Greven,spost39,0,0,0,0,0,0
Greven,spost40,0,0,0,0,0,0
Greven,spost41,0,0,0,0,0,0
Greven,spost42,0,0,0,0,0,0
Greven,spost43,0,0,0,0,0,0
Greven,spost44,0,0,0,0,0,0
Greven,spost45,0,0,0,0,0,0
Greven,spost46,0,0,0,0,0,0
Greven,spost47,0,0,0,0,0,0
Greven,spost48,0,0,0,0,0,0
Greven,spost49,0,0,0,0,0,0
Greven,spost50,0,0,0,0,0,0
Greven,spost51,0,0,0,0,0,0
Greven,spost52,0,0,0,0,0,0
Greven,spost53,0,0,0,0,0,0
Greven,spost54,0,0,0,0,0,0
Greven,spost55,0,0,0,0,0,0
Hamm,spost1,1,1,1,1,1,0
Hamm,spost2,0,0,0,0,0,0
Hamm,spost3,0,0,0,0,0,0
Hamm,spost4,0,0,0,0,0,0
Hamm,spost5,0,0,0,0,0,0
Hamm,spost6,0,0,0,0,0,0
Hamm,spost7,0,0,0,0,0,0
Hamm,spost8,0,0,0,0,0,0
Hamm,spost9,0,0,0,0,0,0
Hamm,spost10,0,0,0,0,0,0
Hamm,spost11,0,0,0,0,0,0
Hamm,spost12,0,0,0,0,0,0
Hamm,spost13,0,0,0,0,0,0
Hamm,spost14,0,0,0,0,0,0
Hamm,spost15,0,0,0,0,0,0
Hamm,spost16,0,0,0,0,0,0
Hamm,spost17,0,0,0,0,0,0
Hamm,spost18,0,0,0,0,0,0
Hamm,spost19,0,0,0,0,0,0
Hamm,spost20,0,0,0,0,0,0
Hamm,spost21,0,0,0,0,0,0
Hamm,spost22,0,0,0,0,0,0
Hamm,spost23,0,0,0,0,0,0
Hamm,spost24,0,0,0,0,0,0
Hamm,spost25,0,0,0,0,0,0
Hamm,spost26,0,0,0,0,0,0
Hamm,spost27,0,0,0,0,0,0
Hamm,spost28,0,0,0,0,0,0
Hamm,spost29,0,0,0,0,0,0
Hamm,spost30,0,0,0,0,0,0
Hamm,spost31,0,0,0,0,0,0
Hamm,spost32,0,0,0,0,0,0
Hamm,spost33,0,0,0,0,0,0
Hamm,spost34,0,0,0,0,0,0
Hamm,spost35,0,0,0,0,0,0
Hamm,spost36,0,0,0,0,0,0
Hamm,spost37,0,0,0,0,0,0
Hamm,spost38,0,0,0,0,0,0
Hamm,spost39,0,0,0,0,0,0
Hamm,spost40,0,0,0,0,0,0
Hamm,spost41,0,0,0,0,0,0
Hamm,spost42,0,0,0,0,0,0
Hamm,spost43,0,0,0,0,0,0
Hamm,spost44,0,0,0,0,0,0
Hamm,spost45,0,0,0,0,0,0
Hamm,spost46,0,0,0,0,0,0
Hamm,spost47,0,0,0,0,0,0
Hamm,spost48,0,0,0,0,0,0
Hamm,spost49,0,0,0,0,0,0
Hamm,spost50,0,0,0,0,0,0
Hamm,spost51,0,0,0,0,0,0
Hamm,spost52,0,0,0,0,0,0
Hamm,spost53,0,0,0,0,0,0
Hamm,spost54,0,0,0,0,0,0
Hamm,spost55,0,0,0,0,0,0
Hamminkeln,spost1,1,1,1,1,1,0
Hamminkeln,spost2,0,0,0,0,0,0
Hamminkeln,spost3,0,0,0,0,0,0
Hamminkeln,spost4,0,0,0,0,0,0
Hamminkeln,spost5,0,0,0,0,0,0
Hamminkeln,spost6,0,0,0,0,0,0
Hamminkeln,spost7,0,0,0,0,0,0
Hamminkeln,spost8,0,0,0,0,0,0
Hamminkeln,spost9,0,0,0,0,0,0
Hamminkeln,spost10,0,0,0,0,0,0
Hamminkeln,spost11,0,0,0,0,0,0
Hamminkeln,spost12,0,0,0,0,0,0
Hamminkeln,spost13,0,0,0,0,0,0
Hamminkeln,spost14,0,0,0,0,0,0
Hamminkeln,spost15,0,0,0,0,0,0
Hamminkeln,spost16,0,0,0,0,0,0
Hamminkeln,spost17,0,0,0,0,0,0
Hamminkeln,spost18,0,0,0,0,0,0
Hamminkeln,spost19,0,0,0,0,0,0
Hamminkeln,spost20,0,0,0,0,0,0
Hamminkeln,spost21,0,0,0,0,0,0
Hamminkeln,spost22,0,0,0,0,0,0
Hamminkeln,spost23,0,0,0,0,0,0
Hamminkeln,spost24,0,0,0,0,0,0
Hamminkeln,spost25,0,0,0,0,0,0
Hamminkeln,spost26,0,0,0,0,0,0
Hamminkeln,spost27,0,0,0,0,0,0
Hamminkeln,spost28,0,0,0,0,0,0
Hamminkeln,spost29,0,0,0,0,0,0
Hamminkeln,spost30,0,0,0,0,0,0
Hamminkeln,spost31,0,0,0,0,0,0
Hamminkeln,spost32,0,0,0,0,0,0
Hamminkeln,spost33,0,0,0,0,0,0
Hamminkeln,spost34,0,0,0,0,0,0
Hamminkeln,spost35,0,0,0,0,0,0
Hamminkeln,spost36,0,0,0,0,0,0
Hamminkeln,spost37,0,0,0,0,0,0
Hamminkeln,spost38,0,0,0,0,0,0
Hamminkeln,spost39,0,0,0,0,0,0
Hamminkeln,spost40,0,0,0,0,0,0
Hamminkeln,spost41,0,0,0,0,0,0
Hamminkeln,spost42,0,0,0,0,0,0
Hamminkeln,spost43,0,0,0,0,0,0
Hamminkeln,spost44,0,0,0,0,0,0
Hamminkeln,spost45,0,0,0,0,0,0
Hamminkeln,spost46,0,0,0,0,0,0
Hamminkeln,spost47,0,0,0,0,0,0
Hamminkeln,spost48,0,0,0,0,0,0
Hamminkeln,spost49,0,0,0,0,0,0
Hamminkeln,spost50,0,0,0,0,0,0
Hamminkeln,spost51,0,0,0,0,0,0
Hamminkeln,spost52,0,0,0,0,0,0
Hamminkeln,spost53,0,0,0,0,0,0
Hamminkeln,spost54,0,0,0,0,0,0
Hamminkeln,spost55,0,0,0,0,0,0
Mechernich,spost1,1,1,1,1,1,0
Mechernich,spost2,0,0,0,0,0,0
Mechernich,spost3,0,0,0,0,0,0
Mechernich,spost4,0,0,0,0,0,0
Mechernich,spost5,0,0,0,0,0,0
Mechernich,spost6,0,0,0,0,0,0
Mechernich,spost7,0,0,0,0,0,0
Mechernich,spost8,0,0,0,0,0,0
Mechernich,spost9,0,0,0,0,0,0
Mechernich,spost10,0,0,0,0,0,0
Mechernich,spost11,0,0,0,0,0,0
Mechernich,spost12,0,0,0,0,0,0
Mechernich,spost13,0,0,0,0,0,0
Mechernich,spost14,0,0,0,0,0,0
Mechernich,spost15,0,0,0,0,0,0
Mechernich,spost16,0,0,0,0,0,0
Mechernich,spost17,0,0,0,0,0,0
Mechernich,spost18,0,0,0,0,0,0
Mechernich,spost19,0,0,0,0,0,0
Mechernich,spost20,0,0,0,0,0,0
Mechernich,spost21,0,0,0,0,0,0
Mechernich,spost22,0,0,0,0,0,0
Mechernich,spost23,0,0,0,0,0,0
Mechernich,spost24,0,0,0,0,0,0
Mechernich,spost25,0,0,0,0,0,0
Mechernich,spost26,0,0,0,0,0,0
